Group	Binge	Binge	Binge	Binge	Binge	Control	Control	Control	Control	Control	Chronic	Chronic	Chronic	Chronic	Chronic	Chronic plus binge	Chronic plus binge	Chronic plus binge	Chronic plus binge	Chronic plus binge
Folate biosynthesis	0,282864440724509	0,229549570920985	0,265137730875809	0,22133413199278	0,251142276781067	0,295076306814918	0,294886889971782	0,250654352269296	0,261783402192171	0,269065865508138	0,324504639572858	0,304597784154292	0,278755023325129	0,302732744798838	0,31535431047285	0,297081360242333	0,298125680458424	0,203414369425338	0,323438076117077	0,329867267585959
Fructose and mannose metabolism	0,809703907179842	0,751852520951008	0,765213770173772	0,780620595577386	0,788221883332962	0,790205997492773	0,738974921610939	0,755437043731063	0,786284930901732	0,77544609854495	0,713337664267069	0,752146482726466	0,784084503065458	0,741406856106122	0,756027553269112	0,714190059120719	0,830610027026365	0,545932391872965	0,791906730330147	0,803046530393943
Function unknown	1,29804976097623	1,24150248892795	1,19906107935841	1,21204851214079	1,21379368967397	1,21375799220384	1,22953401590572	1,19604186427885	1,25159682613882	1,20648541205969	1,24091431131612	1,25662469476482	1,22512841584865	1,2421911735847	1,23452480971589	1,21392890580856	1,23624929383751	0,839172688389046	1,25451168620404	1,27659081229858
Galactose metabolism	0,814845436870831	0,725501782521526	0,74715106798439	0,723506868851319	0,771996383380711	0,781563981754192	0,736569390876593	0,752309535510194	0,756744997583436	0,731366191569835	0,778955036967406	0,775419956528614	0,764461310662223	0,753091223360227	0,773614579143991	0,775075270990633	0,805066541673084	0,548724701675843	0,816318960321755	0,863904984403531
General function prediction only	3,70977858968832	3,59791903635972	3,64330164639133	3,59081681617723	3,61792448192234	3,70910797368934	3,68146532311068	3,65117120021553	3,63323563090999	3,65308861500245	3,73886576481739	3,65397265879995	3,6786012027214	3,69666586265323	3,71758641053762	3,71612452847544	3,69303371882483	2,45614399631645	3,73289538921413	3,76603008699193
Geraniol degradation	0,0165763738670749	0,0102514870385349	0,014196391518831	0,0141433601625297	0,0143854169555499	0,0208585534007813	0,0157760541050745	0,0145254432271627	0,0132581438036597	0,0120452069164682	0,0163422330101395	0,0125682394543844	0,0117942865484711	0,0126747412568787	0,0165079257381248	0,0131066201225742	0,0164350827658626	0,00663329326399097	0,0101105968621468	0,0160103409672709
Germination	0,0484657664388458	0,0716433025515951	0,0625460422350523	0,0739869821472222	0,0660499684766326	0,0496436878419791	0,0577945373262254	0,067676863252847	0,0648466879494026	0,0633497851352181	0,0502148584195564	0,0620751338420602	0,0647798940990524	0,0637099688878382	0,0455685263282322	0,0604824151375517	0,0482433996386622	0,0347959446678876	0,0512981443741443	0,055644546348608
Glutamatergic synapse	0,129055022453534	0,119832956171771	0,127172879070436	0,122251330296245	0,127492456458552	0,129294254602885	0,133316180045102	0,12972040094382	0,123303256080114	0,130338558890458	0,131115364823897	0,12802421191055	0,12151514141866	0,127912176160819	0,133540010099554	0,131907305737401	0,12572928707009	0,0825048975262232	0,138187569631094	0,136702408292168
Glutathione metabolism	0,187292001284079	0,140892134026331	0,139989317483643	0,127330711799104	0,155812920590707	0,156978988654924	0,143467179642496	0,134297285844076	0,145696340588107	0,144775477152083	0,155948944670055	0,152473196837832	0,12922681231104	0,148860854948704	0,148468229791622	0,148159190016964	0,141303997470444	0,103725601888575	0,142795946446354	0,155932375430418
Glycan biosynthesis and metabolism	0,0211911996395679	0,0215732200254919	0,022306859674209	0,0173245027081041	0,0196527138171925	0,0230617964120505	0,0260550606723091	0,0169485922714864	0,0229236783804637	0,0201289383071396	0,0277592106027117	0,0285539785160008	0,0173919496391803	0,0196873931457579	0,0309861620413423	0,0249348425555336	0,0202687127574399	0,0139617615492643	0,02701776816234	0,0264394580145609
Glycerolipid metabolism	0,407417527114938	0,414345353637295	0,388712758276902	0,409585150832637	0,406804438221156	0,393981542820294	0,402222031445816	0,401717496823998	0,415567673617434	0,415899005223808	0,403896756257111	0,401684156254522	0,406353168324244	0,386555525962949	0,374348847857747	0,381529673654798	0,412859686555553	0,257203626360215	0,414790683465727	0,390334591420235
Glycerophospholipid metabolism	0,543185529253712	0,511578068116102	0,527934620568682	0,508816957869561	0,530989599253377	0,543533840630612	0,524591943195179	0,534701246219863	0,521465858208273	0,516721436645674	0,568348340520447	0,551988913213051	0,52875831509497	0,529663690796383	0,553800307884508	0,547839067060268	0,544689299112164	0,367063356783355	0,564320883757742	0,566121953576998
Glycine, serine and threonine metabolism	0,805280730045085	0,821844958832504	0,844401369649765	0,827288157149342	0,81387444040833	0,823410457124017	0,830556515699871	0,812745488760965	0,823832216774814	0,829150819974076	0,794038127542756	0,834950245387947	0,791120622805256	0,805868132412809	0,806051985256226	0,813613888325813	0,788910712257935	0,531572791597684	0,789855006319277	0,79383356937825
Glycolysis / Gluconeogenesis	1,19147585223493	1,0788618733018	1,07799490417137	1,06434854761222	1,11085012202734	1,11242667687503	1,05464670495824	1,04870513708173	1,07114569316946	1,09466067408129	1,05274551692459	1,05051864452784	1,06399710931098	1,03515520331645	1,02021109552915	1,04982119731298	1,09172836054654	0,718328942901162	1,05380477712486	1,04336631315712
Glycosaminoglycan degradation	0,0784716561611473	0,0358061229462245	0,0646318209956224	0,035897107349589	0,0559675992142857	0,103065544946561	0,0780608383623901	0,0505829038394124	0,0564560858277468	0,0525074285067945	0,0936710016173971	0,0785597685460752	0,0507161919390183	0,0651948920280759	0,0945126365926739	0,0862350263739024	0,0852008134736138	0,0531322584911765	0,0709315823148861	0,112240309338332
Glycosphingolipid biosynthesis - ganglio series	0,0464465435424191	0,0202678573675369	0,0422193973349852	0,0204042163467014	0,037043298502326	0,0635130589866161	0,0451112816573099	0,0315833442643552	0,0345774673484633	0,0284563953171007	0,0607792328387961	0,0514200174843936	0,0326520815660282	0,0465845260971457	0,0641349709289353	0,0603870426115011	0,0545445038665167	0,0369499856632472	0,0502366672344079	0,0798434287837214
Glycosphingolipid biosynthesis - globo series	0,127370453299266	0,0919422431451381	0,109876392625663	0,0877112445446151	0,102293634085174	0,14380418856125	0,126918551115047	0,0941725319547019	0,116075280559503	0,107861825202849	0,129495660782221	0,124530200949303	0,102976617507994	0,114481626332132	0,126917108748553	0,126013486547741	0,127339702313254	0,0838661302904097	0,124956889011315	0,161232350107266
Glycosyltransferases	0,328885066537149	0,299222781414712	0,280872724748915	0,273307478154766	0,283700000386569	0,296291771265062	0,291341768982851	0,277143458957094	0,296209625303041	0,283418720628631	0,280285428634267	0,294917593879262	0,27789001720546	0,295288126647867	0,285235865340966	0,28970115008816	0,288431624767668	0,191503569455276	0,260254706514424	0,30124764936163
Glyoxylate and dicarboxylate metabolism	0,469243457956444	0,449998451470874	0,484529494150067	0,474071564623789	0,453637278194507	0,479563560746725	0,505774606035215	0,481401559557648	0,45888519324382	0,463414545948283	0,458587579680284	0,452150371393983	0,475620179548033	0,474182671980293	0,477833251205053	0,481209182397815	0,489455265011226	0,324835519044859	0,470000505687766	0,489893454317829
Histidine metabolism	0,499737962792855	0,53356713919858	0,570845365759825	0,542515365900898	0,529220948008884	0,581718711027632	0,581443073842576	0,54198652066913	0,555072364363418	0,560155028376136	0,575905615005738	0,56413739188395	0,551891203654324	0,55608750464726	0,604620871846271	0,596428325279039	0,575513369995314	0,383073396658979	0,592638663248523	0,60479782111395
Homologous recombination	1,07090333271623	1,05256689871111	1,05399055555327	1,01955987049953	1,04691478247337	1,08636773729777	1,06471411709841	1,06085737669381	1,05141222009549	1,05983624031245	1,09676065160694	1,06596346663586	1,0442395256094	1,05281941245309	1,06365313395432	1,09334556563766	1,05921987577004	0,702886078916139	1,06229664138389	1,08764603166315
Huntington's disease	0,0366351772906729	0,034400337558096	0,0364906457507435	0,0341707509113136	0,0284959435442008	0,0384059971461154	0,0391513459120449	0,0352247606491639	0,0347658421885711	0,0337418653157102	0,0466189218569107	0,0362511157189607	0,0368136367917389	0,0370063855137088	0,0445075056630683	0,0375016947647149	0,0414044827545216	0,0255661659248576	0,039698688760641	0,0402916532445385
Inorganic ion transport and metabolism	0,158012724340649	0,15267352682214	0,147591585893216	0,149667260172821	0,139812261086986	0,151613193529648	0,150132294687552	0,143323194473692	0,165980963426086	0,141514836544917	0,163788538086913	0,164962165734774	0,149597510356837	0,154135435966463	0,16722724519648	0,151792477418956	0,164958163005889	0,107600139293659	0,175444724261023	0,183798103259086
Inositol phosphate metabolism	0,107609017890642	0,0957359110288871	0,0980453675226881	0,0928457944649419	0,10817777168241	0,107912365569974	0,103364143328299	0,0923684795056162	0,111037360598566	0,1067278990252	0,0960836185440174	0,0964608471137188	0,0971713627521844	0,101136646550348	0,099753289045446	0,0899291898563526	0,0913466542335758	0,0616291107050996	0,084657150664511	0,0937325317553788
Insulin signaling pathway	0,0790257220671325	0,0941668988539371	0,0944874418776901	0,106390359661071	0,0931890796652764	0,0952517252903474	0,0979545281456843	0,0975561113287394	0,100389997830443	0,0933546733366093	0,0897298293327208	0,0896881561405536	0,102065023766513	0,0915094987614271	0,0913445268088217	0,0921947946507255	0,0924817458612564	0,0670945779444973	0,099616638458671	0,102300985589081
Ion channels	0,0296349827807858	0,0117764247930199	0,0121960291339894	0,00759332024437356	0,0154832827138951	0,0191976954386521	0,0155494239386893	0,0125117769403696	0,0136582321393943	0,0138881124280175	0,0250231368430674	0,0180021061225914	0,0104473099336199	0,0150664180502569	0,025623204406434	0,0178651004116958	0,0159584221755528	0,013614187322053	0,0171888396356697	0,017779691977636
Isoquinoline alkaloid biosynthesis	0,0522277815866072	0,0513703974806898	0,0522345794668174	0,0495058298723076	0,0536438151536702	0,0595244739108549	0,0562808353707719	0,0559921180906642	0,047886371204466	0,0524276771149237	0,0667692339411305	0,0594020311328703	0,0555978435181757	0,0563535925911427	0,0680387197527637	0,0607117150406096	0,0650747501172251	0,0358178654982712	0,0596225161485018	0,0546611311486202
Limonene and pinene degradation	0,0431434870149897	0,0368631651653089	0,0355431278810549	0,0363655023978574	0,0381954004612536	0,0470243232250819	0,0390562862794963	0,0389501969747446	0,0376712712110182	0,0372670556941478	0,0418445054113522	0,0358417811057973	0,0391550477416999	0,035520186645627	0,0351755176528598	0,0361106763262531	0,0441962024508899	0,0237394817763754	0,0370368169228139	0,0405746253594303
Linoleic acid metabolism	0,0328406375162737	0,0365174506182861	0,0408238588394091	0,0392810874638271	0,0398134780233286	0,0395957134831587	0,0373186112009876	0,0386173219161951	0,0396345010385937	0,0393231532524484	0,0371273593776258	0,0376200877138104	0,0381336534500837	0,0375145103210619	0,0368115143780303	0,0363937501003821	0,0331075076280953	0,0241514806386847	0,0377792899410156	0,0346722198575488
Lipid biosynthesis proteins	0,580792372594854	0,60295467624851	0,601807944896778	0,584310877993219	0,608514220269447	0,616313394321109	0,614817101034463	0,598196013650671	0,616529077052421	0,591970372183534	0,616471618969851	0,619825557821937	0,581838527583838	0,603046733675531	0,604035145830183	0,607319056072948	0,56071846469484	0,401935415504668	0,587847143088773	0,606940116431061
Lipid metabolism	0,134682815389687	0,145438892685801	0,140262523304127	0,146355272312717	0,144177334645145	0,136841696422344	0,140417331530283	0,147726087898259	0,146524852702961	0,145351175525519	0,138234641652499	0,138344605229661	0,145608335459092	0,143570604141765	0,137340363891261	0,137963461141616	0,138985218086607	0,0961405774378822	0,143934829344559	0,133995202468328
Lipoic acid metabolism	0,0367293094111534	0,0302390640348206	0,034481027068316	0,0306891480047714	0,0330881891511103	0,0404974207773194	0,0294228162041267	0,0281566866850854	0,0331948195841614	0,0271113211812385	0,0395561088146214	0,0406954460962267	0,0292641136983782	0,0334156448985261	0,0390582063354574	0,0379542069627849	0,0302824216904053	0,0205228726550857	0,0291878164446815	0,0353395455188347
Lipopolysaccharide biosynthesis	0,177320880032005	0,114791628849627	0,143052097135842	0,0890427975667304	0,111059020159368	0,182973104391885	0,171788135607324	0,122245918122483	0,139952228254297	0,122296571620401	0,179570972987031	0,166420585676752	0,104891387146239	0,155784422521524	0,210305251018	0,177841352246869	0,144791176593942	0,112115575625385	0,142421645762892	0,218347769505517
Lipopolysaccharide biosynthesis proteins	0,320064066562122	0,243537341426027	0,259081712473787	0,210754104975808	0,225529118450333	0,315044317415024	0,297340872672734	0,24159755203198	0,289765353303659	0,257066714461545	0,30833099129614	0,295038342953779	0,239200478046106	0,290807890810945	0,347188155414591	0,30967560668772	0,28328746879944	0,200644907121918	0,261735362706722	0,353274471304832
Lysine biosynthesis	0,778768168784176	0,786067740629779	0,783963838165366	0,775690421867825	0,802633451304621	0,78177861914145	0,791011614781648	0,76972180710713	0,792878679982024	0,809576596193974	0,762822526592144	0,776552948781282	0,771630065218349	0,775092834955921	0,767093997829503	0,77606146349405	0,748232846256934	0,520636596880641	0,77216057791407	0,759198601836733
Lysine degradation	0,0939113316129615	0,090149352042365	0,0936913475428679	0,0949095791652112	0,0937437090677149	0,106340753777644	0,0973027397871604	0,10144570700928	0,0956325682907971	0,0939333420262031	0,111660363936851	0,0979977008055413	0,099799958511568	0,10163795945242	0,106792115969897	0,104719033603586	0,108418834568926	0,0607411134151403	0,0989358260568381	0,0981676630952913
Lysosome	0,104575508489439	0,0564821801151143	0,0869937437734192	0,0583557145816221	0,0812474976862378	0,140341276683443	0,105211069776672	0,0672074939417873	0,0943971632713671	0,0686639681900117	0,129510986667077	0,111989870159079	0,0779132122448891	0,0946738333622915	0,138288998651945	0,122972726328871	0,123638316570818	0,0800101631203494	0,107126929817071	0,158121954005802
MAPK signaling pathway - yeast	0,0454288726408678	0,0467702659998127	0,0494378062925353	0,0443757946518323	0,0488967830866716	0,0533710586592229	0,0524616638068482	0,0449453271388642	0,0468456581024862	0,0505049882726201	0,0530864452663528	0,0481478510018751	0,0452150536622861	0,0469597104350051	0,0512710359849801	0,0530088616600102	0,0465566605717085	0,0293926704473618	0,0453662327995807	0,0452637079966067
Meiosis - yeast	0,00398096841032961	0,00278155022464427	0,00280853473759634	0,00250333020912797	0,0026151016108859	0,00327608105713664	0,00377612746197712	0,00250272164002125	0,00320220978466564	0,00296712226864234	0,00326844660202789	0,00299780667301045	0,00256528071001232	0,00357444499724915	0,0062569630733277	0,00446018749487817	0,00170028320323939	0,00252650837023562	0,00401171135548987	0,00433589392659909
Membrane and intracellular structural molecules	0,44128822586672	0,356553081963175	0,397761197920983	0,347126140954162	0,376650753415676	0,44796197348957	0,416346279860942	0,383805531126793	0,387835643147815	0,379572230257204	0,44679955434908	0,41740562243063	0,361570168389184	0,412008222080398	0,452397389215044	0,428484409113275	0,404006878677353	0,281183857020408	0,416867345141779	0,483433029796255
Metabolism of cofactors and vitamins	0,0879422308664126	0,0704810555675671	0,0749261424720316	0,0759901726920857	0,0930263445680722	0,0801063920964921	0,0764861807070123	0,0764049523674431	0,0774630491945067	0,0783405236351445	0,094481660263754	0,0883002315844668	0,0866946215327116	0,0838821867550411	0,0865535157008427	0,0764268752108025	0,0781194391111582	0,051160891224037	0,0945874797919528	0,0797984426877942
Metabolism of xenobiotics by cytochrome P450	0,0344061217941743	0,0146615857710177	0,0132897754085603	0,0105538701012407	0,0236154803554958	0,0167545902626565	0,0142896728069204	0,0124434753123367	0,0150935696098898	0,0155025910454298	0,0121606863208718	0,0167165661067439	0,0101389043705531	0,0134551256424397	0,00935290156112909	0,0123923407785355	0,0120608499096656	0,0115494906763159	0,00622380953829083	0,0125803330115085
Methane metabolism	1,07798503956202	1,12959240796339	1,14927008334061	1,12672985606455	1,12235399905591	1,14241666949756	1,12465298216997	1,11010243629208	1,14148833996748	1,16256749910122	1,09181442392588	1,09438398564845	1,12355684098304	1,10966290860672	1,10984183502153	1,11014634924268	1,08748247727368	0,729722778345709	1,13836495845613	1,06278112529208
Mineral absorption	0,00196467100942059	0,00147650636900721	0,00135120847779306	0,000652829647582212	0,00203787158358337	0,00287733419449537	0,00305131730087726	0,0019039215068639	0,00113516457992911	0,000885792992449158	0,00508335401924476	0,00538250477492592	0,00199346411735137	0,00145370391356138	0,000480718490553673	0,0016700338072269	0,00310602503927146	0,000463591704107378	0,00900315710699791	0,00588529164240959
Mismatch repair	0,916597325921797	0,92391164629245	0,926637666547442	0,903665521028242	0,918179132674552	0,937027006639002	0,921960306701024	0,93037144377796	0,921426511794398	0,921041702345194	0,951369628351971	0,943293308041962	0,915302185619247	0,934264772240023	0,908591565190913	0,93664444693112	0,913065275499794	0,60499963371739	0,944015928328815	0,957243284814431
mRNA surveillance pathway	0,000131934111581529	0,000160729501997114	0	8,09811632552517E-05	3,04697756080931E-05	0	0	0,000144974729147572	0,000132028947670959	0,000177260802916739	0,000151645597527454	0	0,000113354362584143	8,66532120545247E-05	0	0	0	0	0	0
N-Glycan biosynthesis	0,0384760023231784	0,0384925638126622	0,035401725409102	0,0370001922648704	0,0284896111299657	0,0357567326201025	0,0417128294601971	0,037560052827553	0,0367640495312065	0,0341139533074183	0,0307905093022233	0,0343779106062328	0,0351432836682761	0,0372583297277574	0,0323388974237867	0,0296020087239685	0,0425835201634551	0,0228966215812745	0,0273810849592467	0,0417158556125346
Naphthalene degradation	0,089677508609653	0,0584973295672606	0,053459311582155	0,0541064912285833	0,0734966491579652	0,0625665192733028	0,0551297416815347	0,054578625381831	0,0598122616775426	0,0555970683321916	0,0551699589813178	0,0583516340516081	0,0472990583002385	0,0512799988846769	0,0458950318124647	0,0476801754172667	0,0482453179068915	0,0404723793412289	0,0462901992222318	0,0561184509404265
Nicotinate and nicotinamide metabolism	0,404739207287176	0,395665052112872	0,406548615247385	0,390935087708498	0,405647726052702	0,417334523178062	0,412699034630139	0,404160179305512	0,400681206646076	0,401385178130936	0,432644083120308	0,429848408594821	0,401345070464229	0,40887031670921	0,433478297191457	0,441163882071303	0,394200400842492	0,274540734018278	0,417454770937323	0,418419698252871
Nitrogen metabolism	0,700525561713266	0,639076652591303	0,681082437536719	0,674794674624204	0,667798679770059	0,713570227752401	0,702378307231054	0,670191357974512	0,668628796659255	0,67714009980795	0,723614880001629	0,683265095141699	0,686701545503117	0,688013963067515	0,731937341463221	0,692834730096106	0,708372860073697	0,454444548298432	0,730148296087569	0,721104643807865
Nitrotoluene degradation	0,0825099872286862	0,0852291164673452	0,0944780537240132	0,0913125781010302	0,0777734133577742	0,0776240716371288	0,0891896611645693	0,0704341081955447	0,0681739393035856	0,0937199902850349	0,0812465487518898	0,0728895376565205	0,105158535806167	0,0649665367439755	0,0756220319527013	0,0863141652784976	0,0914140261389623	0,0437679983036656	0,112721405082791	0,0563599975610262
NOD-like receptor signaling pathway	0,0408675662275511	0,0443190481103473	0,0485262323932443	0,0457183611121503	0,0452856642543427	0,048786359409423	0,0481887005014881	0,0475528883988058	0,0460519406933799	0,0458932370806279	0,054287510663791	0,0498154954593712	0,0483324007543974	0,0486656714769919	0,0550404103577998	0,0527481091153824	0,0492728121257106	0,0329696855891627	0,0518768490580455	0,0512516827958475
Non-homologous end-joining	0,00204406092699835	0,0016552216351121	0,00259353019566561	0,0026856997887788	0,00231506705524586	0,00373358106674508	0,00290167887239642	0,00150786798740165	0,0032223594332948	0,00125468709581643	0,00330232487381594	0,00657429972355631	0,00282205387152724	0,00348439786772248	0,00219460353387245	0,00155436925435699	0,00275916726581062	0,00176138280700969	0,00246859314737465	0,00354750780972025
Novobiocin biosynthesis	0,124852290010433	0,137610622066466	0,141879131721818	0,138205064853928	0,137639633608844	0,144617975469213	0,143528447935753	0,144056657599623	0,134814717842524	0,138211238139567	0,149966203197389	0,148311888359517	0,142015145134641	0,144412247534182	0,153990775410892	0,150834693753086	0,146389907839709	0,0930424299445934	0,148091923988184	0,146350298711888
Nucleotide excision repair	0,440294475193225	0,445747647629957	0,441362315233211	0,436223337617309	0,440634977087908	0,446708654428702	0,439172939109261	0,43999978541124	0,446327310666461	0,441164131188506	0,455752290981831	0,453593932347019	0,432907336636901	0,442133548235867	0,440123626859918	0,447519344871102	0,42613852053214	0,288753127323219	0,4429175884644	0,445278886113942
Nucleotide metabolism	0,107650146915861	0,0976872734505714	0,0857102038415104	0,0983786502367397	0,101217070674297	0,0876214917738854	0,0864083307253567	0,0927043412615933	0,104629020785096	0,0941081754739808	0,0862097155688388	0,0882549308921542	0,0879785690371241	0,0952263920111592	0,0832006043992761	0,0839673923768476	0,0791125207605306	0,0573987899131151	0,0801348064370744	0,0857650538772245
One carbon pool by folate	0,551239131600591	0,539964332779224	0,545515362374362	0,520676649228293	0,54082937611097	0,570435001685183	0,560679343035696	0,544190550765684	0,551405575180117	0,551899561609378	0,572755742354969	0,569375807437346	0,528892093667029	0,550318615195403	0,564697733817248	0,565944627989773	0,535044246455266	0,367816713227674	0,535872099027749	0,568982992705889
Other glycan degradation	0,250843114041157	0,198591129455573	0,218666818486121	0,179460817247862	0,203813998256329	0,28956258215096	0,252727864788139	0,193040108664093	0,253202312767245	0,188533951204575	0,271831186572111	0,268411080003832	0,197672933707625	0,235597350368148	0,292098099805073	0,278262534570131	0,273810816841337	0,189849623029436	0,235334294990358	0,337968784886957
Other ion-coupled transporters	1,32166149266206	1,17538894541655	1,18698319328193	1,17934957362635	1,24989965839222	1,21628413330013	1,18897418695409	1,17602820102323	1,21245420402281	1,2074353702689	1,24750363517889	1,21990942222692	1,20663163902215	1,23793664529484	1,24394768371842	1,20481372736134	1,22014264184424	0,820941074560364	1,30027239609672	1,25682020800238
Other transporters	0,328225453341898	0,356109282569644	0,345187695557944	0,358564062169369	0,347941124010363	0,34550088119812	0,350924465210856	0,348396314660589	0,35029325250187	0,345167633110769	0,354486103479761	0,344546141998315	0,348351905956142	0,347347330471608	0,346871178300521	0,336187139727112	0,337132792961048	0,225051110812693	0,350296554353798	0,339248802031751
Others	0,745247496966686	0,744036577354636	0,71325909481686	0,747461481602748	0,751709659771757	0,728087767521953	0,688250995401266	0,7096640743941	0,754511270910301	0,708491914600441	0,750898988173789	0,731501376351733	0,751457972185483	0,719390730097408	0,724698418765359	0,695742577539309	0,738168041633861	0,511169204143253	0,777568374249499	0,753058822892512
Oxidative phosphorylation	0,910279460219415	0,838332989650266	0,887886427230724	0,820879591323393	0,878822860258087	0,994973972509405	0,952348473635951	0,884747547703841	0,900781043686361	0,869599403661187	0,966673734319462	0,946364256222181	0,851866470018348	0,919024975554648	0,964147533669655	0,979017242733803	0,90284549805553	0,624326758578197	0,854563721918753	0,95420153558105
Pantothenate and CoA biosynthesis	0,586368481776861	0,593024037176193	0,609245445935079	0,608161450195156	0,598237745288748	0,590405524296323	0,61850470206455	0,608477447036127	0,600327967380884	0,606541817022074	0,585855340779681	0,604690173593203	0,601036426673183	0,608910484324251	0,591595589834232	0,592372963719205	0,595043258837774	0,399781507343607	0,601849901365194	0,611240978631896
Parkinson's disease	0	0,000826229340844667	0,000385019785623536	0,000252053870631971	0	0	0,000812742665657327	0	0,000512881681337186	0	0	0,000476075673080875	0,000418696294229717	0,000765436706481635	0,000627895161985637	0	0,000264488498281682	0,000592440974303411	0	0,000419232128002296
Pathogenic Escherichia coli infection	0,00171514345055987	0	0	0	0	0	0	0	0	0	0,000151645597527454	0	0	0	0	0	0	0	0	0
Pathways in cancer	0,0521565371663532	0,0534832864101662	0,0579756991523918	0,0588828614638321	0,0570854160517899	0,0613676271181762	0,0580887814305266	0,0582256009479828	0,055824459342089	0,0568671819086942	0,0579261983789312	0,0548666922753915	0,0593595948434208	0,0572262867178785	0,0590362178964283	0,0567770910403508	0,0620065091491367	0,0368632714327483	0,0546903739561618	0,0548097192663167
Penicillin and cephalosporin biosynthesis	0,00817848085162455	0,00387876153579812	0,00281040709408807	0,00530831525138175	0,00738465481637744	0,0035995373668354	0,0017442707978338	0,00399607035379699	0,0029327894828337	0,00204728242647981	0,000796139387019134	0,00231526568783669	0,00321885541320017	0,000998220932531443	0,00167459884018753	0,00120128798770149	0,00218566319459148	0,0026035522637549	0,00142837666358805	0,00176445039736199
Pentose and glucuronate interconversions	0,454147270096	0,427397651873854	0,447388718757202	0,449485683459494	0,483015573449404	0,500220490372968	0,47122432139079	0,475779374159172	0,450917774367668	0,443143639304393	0,461335752822709	0,467144651768829	0,476998323506542	0,467291671573004	0,473759311031093	0,468819885423303	0,496749857793835	0,320455733099447	0,449951754268271	0,458673792893065
Pentose phosphate pathway	0,984385129815043	0,963824819801028	0,972185243474524	0,989406453380275	0,997793079451797	0,961392711223027	0,968740961793594	0,998175579582501	0,976702177581383	0,979885517870269	0,934911241267129	0,933268941064179	0,988716169183181	0,969192973025298	0,956632434827393	0,952391059742882	0,995854825809183	0,651193186323921	0,938910071020787	0,923060054248101
Peptidases	2,09825435475955	2,01947419155813	2,01736483220354	1,98449792613811	2,0360291954819	2,07584298743134	2,04844649247205	2,02944217521036	2,04160405931831	2,06889227499395	2,11954487026259	2,05192113858267	2,04896433314826	2,03174046018902	2,13392526018469	2,08727643348229	2,06743764967034	1,37838648081109	2,11974575892895	2,09029571654187
Peptidoglycan biosynthesis	0,842274423943316	0,860835226197301	0,840041996312652	0,836914246308458	0,845563828399915	0,843447338693312	0,852040086433857	0,827605136890057	0,852258942942787	0,862407661406346	0,845903341773701	0,84661516235024	0,840563549101417	0,828679638626836	0,861378344445772	0,856066837634433	0,834364136080437	0,564159303367457	0,843958567314768	0,838012825317719
Peroxisome	0,142244188775053	0,127889064181045	0,135965623382914	0,128586284244795	0,120832187437935	0,149959452932116	0,152358834479453	0,132401583205315	0,138674127104404	0,128153683754255	0,15393722062626	0,149490678865771	0,131766072578182	0,144750122850184	0,160760071618338	0,151658550041949	0,148007705509089	0,103429142299685	0,151634109549307	0,166559890732257
Pertussis	0,0271855973179461	0,00939935500935188	0,0154891086346711	0,00726704713761815	0,0135564005998964	0,0251549644953616	0,0203857429486831	0,0131904984806029	0,0137229263237531	0,0143394727283453	0,02324775407627	0,0178489024831876	0,0113262045157318	0,0154375104308804	0,0217125169745899	0,0205882904108434	0,0177933329308845	0,0118687180640841	0,016332049343237	0,0254543965148923
Phenylalanine metabolism	0,140768018154427	0,143090568244473	0,146744120425354	0,147790420487926	0,156913250426558	0,150261731593234	0,14747678306485	0,153038506992005	0,146447199369584	0,151407362719657	0,154242125072352	0,158878370961231	0,150595457655976	0,150347270449816	0,167317398237247	0,15435333120355	0,141063225742997	0,098372167097098	0,158384344242789	0,14976859113969
Phenylalanine, tyrosine and tryptophan biosynthesis	0,739788464968042	0,827189520292796	0,844128322056591	0,837434449055919	0,792485691254273	0,834839758439325	0,863909349063783	0,8609497170068	0,821711527193032	0,820019908413093	0,840498950797989	0,870134680202149	0,82906610801345	0,839444759723063	0,847419184430942	0,859648380368036	0,834493822638605	0,559913440962469	0,853774107756538	0,862161514755589
Phenylpropanoid biosynthesis	0,122813563810555	0,119644358033808	0,119107004645023	0,116281520412813	0,106616844821193	0,142707625966726	0,143530854904417	0,119445180761041	0,128844592262447	0,117576898941372	0,127136281139839	0,135093743416218	0,12999496682938	0,124712939571766	0,124071595373995	0,131572487294883	0,149605797332113	0,087709770437507	0,124763327473999	0,159566945693022
Phosphatidylinositol signaling system	0,0910771000829042	0,0806395054629625	0,0817763828523837	0,0747633890499319	0,0838645864564026	0,088731975096224	0,0869047601974069	0,0782749083663353	0,0851317982788809	0,0827839888504577	0,0907292383504682	0,0922692552469838	0,0784297200782927	0,0790464079749916	0,0931865317832476	0,088308871514833	0,0816638756348342	0,0573020334095988	0,0845118616586635	0,0915692556888479
Phosphonate and phosphinate metabolism	0,0637662800842701	0,0465640540337794	0,0467589124635777	0,0479947416112554	0,0548234193970162	0,0587802906419654	0,0591351563532271	0,0499493533726819	0,0497281344001843	0,056181262448615	0,0527847673223354	0,04638227743918	0,049395378736504	0,0457481781787994	0,0491254913415849	0,0471130132676678	0,0540597051685674	0,0306981925064759	0,0511044885545397	0,0453766518119132
